job_id,skill,position_title,job_description,row_id
481,life sciences,Sr. HR Business Partner (Hybrid/Remote Role),"job overview
provide support to members of an hr team in their daytoday operational roles support the continuous improvement of the hr function through development and implementation of hr programs in an assigned geography or business line with limited guidance provide comprehensive hr support to employees and management across assigned service areas business units or departments as hr business partner with guidance provide expertise support and advice to assigned management teams either locally regionally globally or by function

essential functions
 develop strong and effective team relationships with hr specialist functionscenters of excellence eg hrpsc finance psc
 support line managers in the process of new employee orientation where appropriate
 provide advice and guidance to more junior members of the hr team as appropriate
 conduct ad hoc reviews as directed and propose recommendations in handling employment legislation compliance hr systems practices and procedures and with gu",2982
481,local legislation,Sr. HR Business Partner (Hybrid/Remote Role),"job overview
provide support to members of an hr team in their daytoday operational roles support the continuous improvement of the hr function through development and implementation of hr programs in an assigned geography or business line with limited guidance provide comprehensive hr support to employees and management across assigned service areas business units or departments as hr business partner with guidance provide expertise support and advice to assigned management teams either locally regionally globally or by function

essential functions
 develop strong and effective team relationships with hr specialist functionscenters of excellence eg hrpsc finance psc
 support line managers in the process of new employee orientation where appropriate
 provide advice and guidance to more junior members of the hr team as appropriate
 conduct ad hoc reviews as directed and propose recommendations in handling employment legislation compliance hr systems practices and procedures and with gu",2983
481,science,Sr. HR Business Partner (Hybrid/Remote Role),"job overview
provide support to members of an hr team in their daytoday operational roles support the continuous improvement of the hr function through development and implementation of hr programs in an assigned geography or business line with limited guidance provide comprehensive hr support to employees and management across assigned service areas business units or departments as hr business partner with guidance provide expertise support and advice to assigned management teams either locally regionally globally or by function

essential functions
 develop strong and effective team relationships with hr specialist functionscenters of excellence eg hrpsc finance psc
 support line managers in the process of new employee orientation where appropriate
 provide advice and guidance to more junior members of the hr team as appropriate
 conduct ad hoc reviews as directed and propose recommendations in handling employment legislation compliance hr systems practices and procedures and with gu",2984
482,consultation,Senior HR Business Partner,"about the teamat doordash people are our most important asset the hr business partner team works closely with leaders across our business to align people and strategy our hrbps assess coach and influence the business as we scale and evolve to enable our teams to accomplish amazing things
about the rolein this senior hr business partner role the client group will be the global enterprise sales team this role will work collaboratively with people leaders across our sales team this role will provide tactical support for daily challenges as well as strategic consultation on people programs to move the business forward this role will be critical to test and pilot new people programs and will significantly contribute to people team initiatives that will scale companywide this role reports to the hr director for sales
youre excited about this opportunity because you will
 coach leadership on people strategy including team structure organizational design strategic hiring performance management",2985
482,excel,Senior HR Business Partner,"about the teamat doordash people are our most important asset the hr business partner team works closely with leaders across our business to align people and strategy our hrbps assess coach and influence the business as we scale and evolve to enable our teams to accomplish amazing things
about the rolein this senior hr business partner role the client group will be the global enterprise sales team this role will work collaboratively with people leaders across our sales team this role will provide tactical support for daily challenges as well as strategic consultation on people programs to move the business forward this role will be critical to test and pilot new people programs and will significantly contribute to people team initiatives that will scale companywide this role reports to the hr director for sales
youre excited about this opportunity because you will
 coach leadership on people strategy including team structure organizational design strategic hiring performance management",2986
482,geography,Senior HR Business Partner,"about the teamat doordash people are our most important asset the hr business partner team works closely with leaders across our business to align people and strategy our hrbps assess coach and influence the business as we scale and evolve to enable our teams to accomplish amazing things
about the rolein this senior hr business partner role the client group will be the global enterprise sales team this role will work collaboratively with people leaders across our sales team this role will provide tactical support for daily challenges as well as strategic consultation on people programs to move the business forward this role will be critical to test and pilot new people programs and will significantly contribute to people team initiatives that will scale companywide this role reports to the hr director for sales
youre excited about this opportunity because you will
 coach leadership on people strategy including team structure organizational design strategic hiring performance management",2987
482,logistics,Senior HR Business Partner,"about the teamat doordash people are our most important asset the hr business partner team works closely with leaders across our business to align people and strategy our hrbps assess coach and influence the business as we scale and evolve to enable our teams to accomplish amazing things
about the rolein this senior hr business partner role the client group will be the global enterprise sales team this role will work collaboratively with people leaders across our sales team this role will provide tactical support for daily challenges as well as strategic consultation on people programs to move the business forward this role will be critical to test and pilot new people programs and will significantly contribute to people team initiatives that will scale companywide this role reports to the hr director for sales
youre excited about this opportunity because you will
 coach leadership on people strategy including team structure organizational design strategic hiring performance management",2988
482,survey,Senior HR Business Partner,"about the teamat doordash people are our most important asset the hr business partner team works closely with leaders across our business to align people and strategy our hrbps assess coach and influence the business as we scale and evolve to enable our teams to accomplish amazing things
about the rolein this senior hr business partner role the client group will be the global enterprise sales team this role will work collaboratively with people leaders across our sales team this role will provide tactical support for daily challenges as well as strategic consultation on people programs to move the business forward this role will be critical to test and pilot new people programs and will significantly contribute to people team initiatives that will scale companywide this role reports to the hr director for sales
youre excited about this opportunity because you will
 coach leadership on people strategy including team structure organizational design strategic hiring performance management",2989
483,communication,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2990
483,critical thinking,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2991
483,employment law,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2992
483,employment laws,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2993
483,excel,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2994
483,machine learning,HR Generalist,"scale is growing and so is our people team were looking for a people operationshr generalist who is passionate about building thoughtful streamlined employee lifecycle processes that support the employee experience you will be responsible for partnering crossfunctionally to drive and manage process and system improvements that will improve the employee experience increase the efficiency of the hr team keep us compliant and improve the quality of our data you will play a critical role in creating a highly employee  centric team as scale continues to grow exponentially
you will
 act as the first point of contact for scaliens with people operation questions
 oversee and facilitate new hire orientation and onboarding activities while partnering with teams to ensure every scalien receives a great onboarding experience
 administer benefits programs for us and other territorybased employees to ensure appropriate enrollment and data accuracy
 process and manage hr documentation including onboa",2995
484,communication,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",2996
484,data analysis,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",2997
484,fuel,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",2998
484,genetics,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",2999
484,project management,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",3000
484,slack,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",3001
484,writing,HR Initiatives Program Lead (Remote),"engaging our growth mindset the nielsen media people team builds and delivers people strategy globally to develop our future leaders diversity equity and inclusion are at the forefront of everything we do to ensure our people are able to thrive and grow with us the people team also drives employee engagement as we build and deliver our people strategy in partnership with the business when were engaged we can make a difference be ourselves and grow with our company our connection to our work our workplace and one another intensifies which in turn drives performance and business results

responsibilities

strategic initiatives project management
 project manage select complex crossfunctional initiatives that span talent strategy people experience and coes including hr  operating manual development of centralized process maps training resources cadence for reviewingupdating other complex crossfunctional initiatives as assigned
 develop and implement standard project management best practi",3002
485,email,Federal - Nursing Assistant Inpatient Mental Health West,"federal nursing assistant inpatient mental health west job in los angeles ca

federalgovernmentjobsus  no government logins  no fees  free email alerts",3003
486,communication,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3004
486,coordination,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3005
486,english,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3006
486,health care system,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3007
486,monitoring,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3008
486,pregnancy,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3009
486,psychiatric disorders,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3010
486,psychology,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3011
486,react,Nursing Assistant (Inpatient Mental Health),summary the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles ca responsibilities the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouragin,3012
487,communication,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3013
487,coordination,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3014
487,english,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3015
487,health care system,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3016
487,monitoring,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3017
487,psychiatric disorders,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3018
487,psychology,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3019
487,react,Nursing Assistant (Inpatient Mental Health),the greater los angeles va health care system is seeking  nursing assistant na in nursing service for their inpatient mental health located in los angeles caapplicants pending the completion of educational or certificationlicensure requirements may be referred and tentatively selected but may not be hired until all requirements are met basic requirements citizenship citizen of the united states education or training the candidate must have one year above high school with courses related to the nursing assistant occupation completion of an intensive specialized occupationrelated course of study of less than one year as a nursing assistant may also meet in full the experience requirements for gs english language proficiency nursing assistants appointed to direct patientcare positions must be proficient in spoken and written english as required by  usc d and d grade determinations gs entry level there is no additional experience or education requirements beyond the basic requirements gs e,3020
489,communication,Nursing Assistant (Inpatient Mental Health),"duties

the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel

as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouraging and teaching individual patients and groups of patients in selfcare activities such as progressive steps in personal hygiene bathing and oral care also assists in teaching ",3021
489,coordination,Nursing Assistant (Inpatient Mental Health),"duties

the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel

as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouraging and teaching individual patients and groups of patients in selfcare activities such as progressive steps in personal hygiene bathing and oral care also assists in teaching ",3022
489,correspondence,Nursing Assistant (Inpatient Mental Health),"duties

the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel

as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouraging and teaching individual patients and groups of patients in selfcare activities such as progressive steps in personal hygiene bathing and oral care also assists in teaching ",3023
489,email,Nursing Assistant (Inpatient Mental Health),"duties

the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel

as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouraging and teaching individual patients and groups of patients in selfcare activities such as progressive steps in personal hygiene bathing and oral care also assists in teaching ",3024
489,english,Nursing Assistant (Inpatient Mental Health),"duties

the ability to assist in the full range of nursing care to patients with physical andor behavioral problems in a locked setting under the direction of a registered nurse the ability to communicate orally with patients families interdisciplinary team and other personnel

as a nursing assistant you will provide prescribed medical treatment and personal care services to ill and injured veterans duties include upholding the standards of care as outlined by the medical center and the service policies and procedures provide quality nursing care to a variety of patients whose age may range from  years to  years provides complete personal hygiene care needs turn and position patients to maintain proper body alignment lift ambulates and transfer patients promote the physical independence of the patient by encouraging and teaching individual patients and groups of patients in selfcare activities such as progressive steps in personal hygiene bathing and oral care also assists in teaching ",3025
