row_id,job_id,resume_id,source_for_sample,claude_label,gpt_label,gemini_label,majority_label,agreement,is_unanimous,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title
437,267,115,A_mid,0,0,0,0,3-0,True,0.4177609,0.0,0.0,DESIGNER,Talent Acquisition Advisor (Healthcare)   REMOTE
438,93,1141,A_mid,0,0,0,0,3-0,True,0.36572087,0.071428575,0.08625687,CONSULTANT,Software Engineer (US-Remote)
439,268,2011,topK,0,0,0,0,3-0,True,0.5135055,0.0,0.0,CONSTRUCTION,Talent Acquisition Specialist
440,282,80,A_mid,0,0,0,0,3-0,True,0.46253097,0.14285715,0.16030398,HR,Customer Service Representative
441,429,601,topK,0,1,1,1,2-1,False,0.66557914,0.1875,0.1720206,BUSINESS-DEVELOPMENT,Business Development & Sales Analyst II
442,504,1266,B_xcat,1,1,0,1,2-1,False,0.6534896,0.5,0.4802126,DIGITAL-MEDIA,Customer Service Representative / Inside Sales
443,103,1969,A_mid,0,1,0,0,2-1,False,0.41090548,0.0,0.0,CONSTRUCTION,Regional Vice President of Sales
444,685,1330,topK,1,0,0,0,2-1,False,0.73821324,0.6666667,0.6666667,AUTOMOBILE,Restaurant Team Member - Cashier
445,401,868,A_mid,0,0,0,0,3-0,True,0.47792637,0.15789473,0.15261173,FITNESS,"HR Director, Americas"
446,111,2359,C_rand,0,0,0,0,3-0,True,0.46016756,0.25,0.25,ARTS,Sales Manager
447,609,639,topK,0,1,1,1,2-1,False,0.70454633,0.16666667,0.16666667,BUSINESS-DEVELOPMENT,Dir Software Solutions Sales Senior
448,436,14,A_mid,0,0,0,0,3-0,True,0.45593053,0.0,0.0,HR,"Systems Administrator, IT (Brooklyn, NY)"
449,136,1477,C_rand,0,0,0,0,3-0,True,0.591282,0.0,0.0,FINANCE,Registered Nurse (RN)
450,183,20,A_mid,0,0,0,0,3-0,True,0.4650263,0.2,0.20833333,HR,Financial Professional – Financial / Insurance – Entry Level
451,208,2152,A_mid,0,0,0,0,3-0,True,0.36494762,0.0,0.0,BANKING,CDL-A Flatbed Truck Driver
452,571,511,topK,0,1,0,0,2-1,False,0.6214812,0.0,0.0,ADVOCATE,Investigator - Network Services
453,442,897,B_xcat,0,0,0,0,3-0,True,0.5153984,0.11111111,0.12759477,FITNESS,Systems Administrator
454,137,492,topK,0,0,0,0,3-0,True,0.60304165,0.0,0.0,ADVOCATE,Registered Nurse (RN-CA02-007)
455,61,1708,C_rand,0,0,0,0,3-0,True,0.62811536,0.0,0.0,ENGINEERING,Business Sales Account Executive
456,11,161,topK,0,0,0,0,3-0,True,0.7466276,0.125,0.15504651,DESIGNER,Web Developer
457,15,195,B_xcat,0,1,0,0,2-1,False,0.59176606,0.14285715,0.16563663,DESIGNER,Senior Web Designer (REMOTE)
458,406,1990,topK,1,1,1,1,3-0,True,0.8043943,0.33333334,0.3343148,CONSTRUCTION,Construction Project Manager (Remote)
459,426,2371,C_rand,0,0,0,0,3-0,True,0.48952562,0.0,0.0,AVIATION,Business Development Associate
460,238,1721,topK,1,1,0,1,2-1,False,0.780775,0.0,0.0,ENGINEERING,Infrastructure Services Project Manager
461,506,1463,topK,1,1,1,1,3-0,True,0.7296447,0.45454547,0.45564505,CHEF,Customer Support Specialist
462,379,879,topK,0,0,0,0,3-0,True,0.5989226,0.0,0.0,FITNESS,Remote RN Case Manager
463,162,516,topK,0,0,0,0,3-0,True,0.615959,0.0,0.0,ADVOCATE,Criminal Investigator
464,356,100,A_mid,0,0,0,0,3-0,True,0.4874015,0.25,0.23329039,HR,Sales Service Representative
465,591,1308,A_mid,0,0,0,0,3-0,True,0.3609252,0.2,0.20833333,DIGITAL-MEDIA,"Vice President, Marketing"
466,571,115,A_mid,0,0,0,0,3-0,True,0.3902861,0.0,0.0,DESIGNER,Investigator - Network Services
467,167,1090,topK,1,0,0,0,2-1,False,0.5892134,0.0,0.0,SALES,Criminal justice
468,31,2406,A_mid,0,0,0,0,3-0,True,0.4637278,0.0,0.0,AVIATION,Entry Level Software Engineer
469,275,1091,C_rand,0,0,0,0,3-0,True,0.6810713,0.0,0.0,SALES,COORDINATOR - MARKETING
470,421,1820,topK,1,1,1,1,3-0,True,0.73357576,0.75,0.7158006,ACCOUNTANT,Audit Staff Accountant
471,34,1459,A_mid,0,0,0,0,3-0,True,0.42151442,0.0,0.0,CHEF,Software Engineer
472,356,1698,B_xcat,0,0,0,0,3-0,True,0.5721271,0.0,0.0,ENGINEERING,Sales Service Representative
473,801,1980,topK,0,1,0,0,2-1,False,0.7766907,0.25,0.3010332,CONSTRUCTION,Vice President Operations
474,521,1173,B_xcat,0,1,0,0,2-1,False,0.68630517,0.5714286,0.5714286,CONSULTANT,Senior Embedded C++ Developer
475,647,917,A_mid,0,0,0,0,3-0,True,0.44662386,0.0,0.0,AGRICULTURE,Medical Office Specialist
476,538,1383,B_xcat,0,0,0,0,3-0,True,0.50836194,0.125,0.1366371,CHEF,Senior Corporate Recruiter (Contract) - (Remote - US)
477,404,910,A_mid,0,1,0,0,2-1,False,0.4989345,0.16666667,0.193044,AGRICULTURE,Construction Project Manager - Remote
478,511,432,A_mid,0,0,0,0,3-0,True,0.3991881,0.0,0.0,TEACHER,Sr. Director of Strategy & External Relations
479,523,2033,A_mid,0,0,0,0,3-0,True,0.45934075,0.0,0.0,CONSTRUCTION,"Specialist, Embedded C++ Software Engineer"
480,717,588,topK,0,1,1,1,2-1,False,0.71709156,0.0,0.0,BUSINESS-DEVELOPMENT,Migrations Sales Executive- Credit Union
481,269,61,topK,0,0,1,0,2-1,False,0.68860257,1.0,1.0,HR,Talent Acquisition Manager
482,469,280,topK,0,1,0,0,2-1,False,0.72545445,0.0,0.0,INFORMATION-TECHNOLOGY,"Associate Project Manager, IVD Product Development (San Diego, CA)"
483,387,249,B_xcat,0,0,0,0,3-0,True,0.5079085,0.0,0.0,INFORMATION-TECHNOLOGY,Sales Associate
484,705,2119,topK,0,1,0,0,2-1,False,0.6578353,1.0,1.0,PUBLIC-RELATIONS,Sales Representatives
485,179,1935,B_xcat,0,0,0,0,3-0,True,0.536034,0.055555556,0.06381402,CONSTRUCTION,Staff Software Engineer - SMB - Marketing Enablement
486,372,2457,topK,0,1,0,0,2-1,False,0.6565644,0.15384616,0.17307074,AVIATION,Senior / Lead Software Engineer (Remote)
487,842,1066,C_rand,1,1,1,1,3-0,True,0.64085776,0.33333334,0.33333334,SALES,T Mobile Work From Home – Customer Service Associate Expert – $20/hr.
488,672,2362,A_mid,0,0,0,0,3-0,True,0.471153,0.0,0.0,ARTS,Software Developer- Entry Level
489,777,2343,A_mid,0,0,0,0,3-0,True,0.30798778,0.0,0.0,ARTS,Senior Accountant (Remote)
490,101,842,C_rand,0,0,0,0,3-0,True,0.2051967,0.0,0.0,FITNESS,"Bank President Jobs in Columbus, Ohio"
491,252,468,topK,1,1,0,1,2-1,False,0.7034532,0.0,0.0,ADVOCATE,Project Manager I/II- Remote
492,314,917,C_rand,0,0,0,0,3-0,True,0.42954037,0.16666667,0.0939823,AGRICULTURE,Marketing Coordinator
493,97,1767,topK,0,1,0,0,2-1,False,0.58679557,0.26666668,0.2679236,ENGINEERING,Full Stack Software Engineer
494,700,317,topK,0,1,0,0,2-1,False,0.76391584,0.25,0.28439197,INFORMATION-TECHNOLOGY,Systems Administrator
495,522,1710,topK,1,1,0,1,2-1,False,0.64564055,0.16666667,0.16666667,ENGINEERING,C++ Embedded Engineer
496,790,591,topK,1,0,0,0,2-1,False,0.68023795,1.0,1.0,BUSINESS-DEVELOPMENT,Work From Home Part Time Administrative Assistant / Customer...
497,111,1863,A_mid,0,0,0,0,3-0,True,0.40720573,0.0,0.0,ACCOUNTANT,Sales Manager
498,848,1052,A_mid,1,0,1,1,2-1,False,0.4989059,0.5,0.61754405,SALES,Management Internship
499,275,1627,B_xcat,0,0,0,0,3-0,True,0.6248676,0.0,0.0,APPAREL,COORDINATOR - MARKETING
500,722,1666,topK,1,0,1,1,2-1,False,0.68041635,0.25,0.27854508,APPAREL,Entry Level - Transaction Monitoring Investigator 
