row_id,job_id,resume_id,source_for_sample,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title,resume_text,job_description
343,631,1535,C_rand,0.45487806,0.0,0.0,FINANCE,Sales Associate,"FINANCE AND OPERATIONS MANAGER           Experience      Finance and Operations Manager  ,     07/2017   to   Current     Company Name   –   City  ,   State      Brought on board to centralize progress in district.  Task with overseeing designated managers that monitor employee productivity, timely scheduling and provide updated trainings.  Institute policies, goals, objectives and procedures.  Challenge to construct and maintain effective cash flow monitoring system, review financial statements, audit sales commission and activity reports.  Analyze performance data to measure productivity and steer continuous improvement initiatives with emphasis on recognizing cost streams and reducing expenses.  Authorize various software platforms for employees.  Oversee inventory management, purchasing, and distribution.  Realign internal processes with introduction of inventory recording systems for the district.  Allocate monthly budget and create tentative forecast for proceeding month.         Financial Analyst  ,     07/2013   to   07/2014     Company Name          Selected to examine accounting records to compile financial information and reconcile reports.  Incorporated detailed research to process journal entries and author financial reports.  Proactively developed process analysis while maintaining clear open lines of communication with leadership.  Scrutinized current and past financial data, trends and performance, to champion financial improvements.         FINANCIAL IMPACT     Boosted overall sales from $4M annually in 2017 to $6.7M in 2019 using direct actions to drive uptick in both revenue and number of locations for two consecutive years.  Introduced sales auditing and cost auditing re-alignment by incorporating advanced Excel and RQ software which drastically decreased process from 2 - 3 weeks to 3 - 4 days and allotted for detection of variations up to $20K - $30K than before re-alignment.  Took ownership of growth strategy by increasing number of locations u [...]","description

at torrid we celebrate every shape every size and every curve of our customer our torrid stores offer an exciting oneofakind and amazing experience for not just our customers but our employees were committed to cultivating a welcoming inclusive and diverse culture driven by a focus on open dialogue empowerment recruiting training  development and retention we believe inclusion of diverse backgrounds and perspectives is fundamental to our success
as a torrid sales associate youll provide the torrid connection to every customer through your genuine ability to make our customer feel comfortable cared for and confident
what youll do
provide an amazing shopping experience that will encourage positive customer connections and loyalty
perform register functions while using your sales promotion and product knowledge to drive addon sales
ability to work a flexible schedule inclusive of holidays nights and weekends
cover the sales floor and helps ensure all visual standards are met
assist in the organization of the stockroom and providing a clean consistent and inviting store environment that inspires customers to shop
what youll need
previous sales or customer service experience a plus
ability to multitask in a fastpaced environment while also being committed to creating an amazing customer experience
be fashion focused and stay on top of current trends
physical requirements with or without reasonable accommodation
able to stand and walk around during scheduled hours
able [...]"
344,275,1321,B_xcat,0.5842929,0.0,0.0,AUTOMOBILE,COORDINATOR - MARKETING,"AUTOMOBILE TRANSPORTER       Professional Summary     Dedicated, responsible Class A driver  with a clean driver's license. Self-motivated and customer-focused.Exceptional leader talented at leadership, communication, and management skills. Excellent team player with over 20 years of experience in the military and trucking industry.Talented Mechanist Tech with more than 8 years of experience developing and executing maintenance programs. Excellent troubleshooting skills. Areas of expertise include mechanics, technology, and management.          Key Skills          Quality control  OSHA regulatory compliance  Dependable independent worker  Clean D.O.T.  Good at following instructions      Solid communication skills  Strong organizational skills  Strong work ethic  Team player  Timely project completion            Work Experience     05/2014   -   Current     Company Name   －   City  ,   State    Automobile Transporter        Conducted daily DOT pre-trip inspections according to a set checklist.  Hooked and unhooked trailers from the tractor.  Coordinated daily delivery schedules based on customer schedules, peak delivery times and alternate routes.  Perform emergency repairs including service hydraulic system.  Maintain accurate records such as vehicle logs, records of cargo and billing statements in accordance with regulations.  Obeyed traffic laws and followed established traffic and transportation procedures  Transported freight from origin to destination in a safe and timely manner.         09/2009   -   05/2014     Company Name   －   City  ,   State    Driver/Car Hauler        Coordinated daily delivery schedules based on customer schedules, peak delivery times and alternate routes.  Conducted daily DOT pre-trip inspections according to a set checklist.  Maintained records required for compliance with state and federal regulations.  Interacted with customers and vendors in a friendly and timely manner.  Transported freight from origin to destination in a safe an [...]","job summary

the team member in this position is responsible for providing superior service to both internal and external guests the marketing coordinator is responsible for assisting the director  manager of marketing in executing the propertys marketing plan and daytoday operations

essential duties  responsibilities
 guest relations as it involves interacting with guests during deployment of special events and promotions
 deployment and coordination of property contests including ordering selection of materials setup décor and selection of prizewinners
 management and maintenance promotional materials such as décor promotional merchandising and other promotional tools
 working as event staff to setup events administer contesting issue prizing and ensure proper procedures or rules are followed
 coordination of property activation events with players club personnel and or any promotional agencies
 uploading and managing photo galleries for contest winners and communicating relevant information to the companys digital agency for social media
 special projects as assigned by the lead for marketing operations
 assist with and participate in activities related to audio visual and digital media
 coordinate maintain and assist with group sales
 comply with our drug  alcohol free workplace subject to post offer for cause and postaccident drug tests
 be a customer experience owner act in ways that will surprise and delight our guests leave guests with positive feelings about our pro [...]"
345,456,1483,topK,0.7452537,0.21428572,0.24845494,FINANCE,VP of Finance (East Meadow),"FINANCE MANAGER         Summary     Flexible Financial Manager with the ability to multi-task, meet deadlines, communicate effectively, develop and motivate staff, general accounting and  financial reporting for private and public companies.         Highlights          Excellent analytical, communication and organizational skills.  Demonstrate initiative, responsibility and follow through for ""owned work""  Strong attention to detail with the ability to multi-task.  Self-directed critical thinker.  Experience in SOX compliance and controls.      Knowledge of business insurance.  Experience  in Sales and Use taxes, Payroll taxes and 1099 reporting.  Knowledge of GAAP, STAT, GASB, FAS60, FAS97, and FAS133 reporting.  Protects organization's value by keeping information confidential.             Experience      Company Name     December 2007   to   Current     Finance Manager   City  ,   State     •Prepare monthly and quarterly analytics for income statement, balance sheet, budget to actual variances, and earnings by source.  •Review and sign off on GAAP and Statutory journal entries into PeopleSoft general ledger.  •Prepare GAAP to Statutory reconciliation by product and write commentary for variances.  •Prepare quarterly and annual Statutory reporting package by entity financial information, for senior management.  •Prepare quarterly financial analysis and Ad-hoc reports for BOLI & COLI products (Bank Owned and Company Owned Life Insurance)  •Draft commentary for MD&A (Management Discussion & Analysis) for controller's business segment and provide supporting work papers for certain disclosures.  •Act as a liaison and assist internal and external auditors in the planning and execution of quarterly and annual audits, including the resolution of accounting and auditing issues.  •Assist in technical accounting research, including evaluating accounting and financial implications of complex transactions and writing white papers supporting conclusions.  •Ensure compliance wi [...]",vp of finance about flywheel flywheel software is a highgrowth technology startup transforming data activation on snowflake  bigquery  and redshift that is changing the way businesses acquire retain and winback their customers clients include google indeed and the boston red sox we apply bestinclass architecture and technology to build a system that is both functional and beautiful about the role flywheel is looking for a vice president of finance to work directly with flywheels founders to integrate an accounting and finance perspective into our growth strategy this is a great role for someone looking to be the founding member of the finance team driving forecasts and operations and have the opportunity to institute accounting policies procedures and best practices as well as eventually grow and develop a team responsibilities will include routine maintenance of the accounting books and records but with a strong focus on creating forecasts developing financial plans to achieve strategic objectives and working hand in hand with the rest of the leadership team and the board of directors to manage explosive growth in a fiscally responsible manner in this role key areas of focus will be to define and build regular financial and operational kpis which will drive financial discipline business growth and profitability initiatives across the business while managing control systems designed to preserve company assets and report accurate and meaningful financial results responsibiliti [...]
346,135,461,topK,0.59706706,0.0,0.0,ADVOCATE,Bilingual Occupational Registered Nurse,"PATIENT ADVOCATE       Summary    Highly driven, organized and motivated Patient Advocate with over 7 years of experience in the healthcare field and customer relations. 
Skilled in providing compassionate, efficient patient care with a background in clinical settings. Experience in leading a team, 
new hire training, billing, claims, and records management.        Experience     01/2016   to   Current     Patient Advocate    Company Name   －   City  ,   State      Served as liaison between the patient and hospital to coordinate patient care.  Provided patient and staff support to better facilitate communication.  Referred clients to social service agencies such as home health and hospice.  Worked on call for any emergent patient needs.  Provided off-site visits at local hospitals to offer emotional support.  Established patient and provider boundaries to ensure appropriate behavior.         05/2015   to   12/2015     Claims, Eligibility and Benefits Specialist III    Company Name   －   City  ,   State      Identified and resolved discrepancies with patient eligibility/insurance coverage.  Assisted in maintaining and developing procedure manuals.  Trained new hires in eligibility and benefit and claims processes.  Aided in development of strategies for revenue cycle initiatives.  Managed, updated, and executed claims processing, as well as assisted team members in adjudicating claims.  Developed streamlined methods of standard operating procedures.  Worked with patients to obtain summary plan descriptions and ensure proper and timely claim adjudication.         05/2013   to   05/2015     Certified Data Entry Pharmacy Technician    Company Name   －   City  ,   State      Work from Home
Carefully reviewed patient medical histories and diagnoses.  Properly interpreted prescriptions, input written date, patient information, physician and ids, medication name and strength,
correct and appropriate directions, quantities and dosage, additional patient allergies and diagnos [...]","the bilingual occupational registered nurse is a hybrid position who works as part of an interdisciplinary team to assist injured employees return to their preaccident jobs using best of practice process and protocols this position is ideal for a nurse who can consistently use a therapeutic relationship as basis for providing health recommendations to callers

requirements
 must demonstrate proven ability to communicate with patients in both english and french
 active carna license in with in good standing
 minimum of  years clinical nursing experience including  year in an acute care setting
 proficient computer aptitude and ms office skills
 can attend inperson meetings and work on site in calgary for  days a week option to work remote  days per week
 attention to detail
 focus on practical considerations
 measured thoughtful approach
 results oriented
 rapid and responsive approach
 readiness to cooperate with others
 readiness to trust and respect others
 subtlety and sensitivity
 this role will be based in calgary alberta

compensation annual compensation will range from  to  depending on applicant education experience credentials and performance a comprehensive benefits plan is available"
347,183,892,C_rand,0.4939341,0.0,0.0,FITNESS,Financial Professional – Financial / Insurance – Entry Level,"SENIOR EXERCISE SPECIALIST & SPORTS AND RECREATION COORDINATOR       Summary    Pursuing project management work, I will leverage my ten years of professional experience and coordination
skills towards growing the company. I thrive in fast-paced environments and seek to constantly raise the level
of performance and organizational excellence.      Highlights          Project Manager, Enthusiastic, Driven, Microsoft Office Proficient, Organized, and  Committed to Excellence MS Office and Project  Business strategy and marketing  Exceptional communication skills  Experienced in planning and organizing  Problem solver  Excellent leadership and interpersonal abilities  Adaptable  Resourceful and able to network for shared knowledge                Experience      Senior Exercise Specialist & Sports and Recreation Coordinator      Coordinated the redesign and grand re-opening of the corporate health facility, ensuring seamless integration of new equipment and layout.  Planned and scheduled rollout of new fitness classes.  Directed members during grand re-opening day and represented the fitness center as a new and improved site of service.  Held post-project meeting reviewing status of the site remodel, discussing lessons learned, and getting feedback from team members.  Designed floor layout using CAD drawing.  Supervised new hires and interns.  Quickly grew in coordinatory responsibilities within one year of hire.  Generated task lists and action items for interns to follow.  Met regularly with direct management and stakeholders (via in-person meetings, conference calls, or webinars) to oversee smooth daily operation of facility and projects.  Took and distributed meeting minutes.  Coordinated and participated in special events such as sport tournaments, scavenger hunts and facility remodel, creating an atmosphere of collaboration and family.  Through role definition and teamwork, publicized new programs, such as sports and recreation rollout and availability of new class [...]",financial professional  financial  insurance  entry level description entry level or new college graduate opportunities rarely give you a financial professional agent opportunity that allows you to manage your own book of business as a new york life insurance company financial professional agent you will not only manage your own book of clients but provide clients with insurance options and customer service you will help your clients prepare for longterm financial stability and security new york life is currently seeking selfmotivated driven individuals with a passion for making a positive impact on peoples lives your collegiate experience as a student a member of student organizations a leader or a student athlete have given you the skills you need to launch a career in a company with a wellknown reputation and resources your entrepreneurial spirit and desire for personal growth can take you wherever you want to go and new york life can help as a financial professional agent you will have the freedom to build your network of insurance clients and business associates who are looking for insurance and financial solutions many of our agents started their careers with new york life right out of college entry level candidates are encouraged to apply responsibilities of financial professional  financial  insurance  entry level  schedule appointments and meet with potential clients  make product recommendations to help clients meet their financial goals  provide ongoing service and [...]
348,626,763,B_xcat,0.559785,0.6666667,0.6666667,HEALTHCARE,Customer Service Sales Associate,"SUPERVISOR       Summary     Accomplished results oriented leader with marketing and customer service experience. Exceptional organization, time management and multi-tasking abilities  with an MBA- Management/Finance.        Skills          Complaint handling and resolution  Self-motivated  In-depth knowledge of markets and relationships      Complex problem solver  Skilled negotiator  Self-motivated            Accomplishments     Qualified for  [Number]  quarterly sales bonuses by exceeding sales target by  [Number] %.  Leadership     Research    Implementation   Assisted in implementation of new tracking system that resulted in improved patient care.  Conducted research which led to the development of  [program] .  Served as key contributing member to Leadership team.         Experience     July 2015   to   Current     Company Name    City  ,   State    Supervisor        Responsible for the daily oversight operations of the call center, monitoring average call handle time (ACHT), telephone service factor (TSF), and adherence to schedules.  Supervise bargaining unit employees in joint efforts with the (UAW) union.  Manage Walk- In staff and their schedules to service incoming customers.  Assist in the assessment, development, implementation, and ongoing reporting of operational improvements as they relate to customer service metrics and process improvements of the call center.  Reduced my team average call handle and wrap time metrics by 200 seconds.  30% reduction).  Participate in meetings with the Account Receivable Department to improve members payment efficiencies and best practice implementation.         February 2013   to   July 2015     Company Name    City  ,   State    Clinical Administrative Assistant- Healthcare Administrator        Recruited, trained and managed the clinical medical staff and customer service representatives.  Directed medical receptionist operations, including scheduling, transportation protocols, and patient satisfaction.  Collected [...]","benefits and perks

general responsibilities

the starting wage for this position is hr

below are a few perks and discounts

not only do you get to be part of an organization where you drive your potential power your passion
  off any standard hertz rental
 discounted travel and food
 tuition reimbursement
 career growth with handson learning

job description

essential requirements

the customer service sales associate consults with customers on their hertz rental maximizing revenue opportunities by actively offering products and services and overcoming customer objections ensures that the customer receive world class customer service and sales support

qualifications

strong oral and written communication skills must have the ability to build relationships with customers this position requires strong multitasking the ability to upsell and overcome customer objections display a high level of ownership accountability and initiative all employment is contingent on the successful completion of a background screen

apply today and shift your career into drive for tomorrow

at hertz we champion and celebrate a culture of diversity and inclusion we take affirmative steps to promote employment and advancement opportunities the endless variety of perspectives experiences skills and talents that our employees invest in their work every day represent a significant part of our culture  and our success and reputation as a company

individuals are encouraged to apply for positions becau [...]"
349,665,832,A_mid,0.31148505,0.0,0.0,FITNESS,"Senior Director, Digital Marketing - Remote","INTERN       Summary     Motivated, responsible Personal Trainer with extensive training in fitness, nutrition and health education.       Highlights          CPR and First Aid certified  Lifeguard training  Fitness equipment operation  Body Mass Index (BMI) knowledge  Fitness assessments  Customer-oriented  Understanding of body fat tables and BMI  Excellent sales skills  Understanding of human anatomy  AED certification  Fitness equipment expertise                Experience      Intern   03/2013   to   10/2013     Company Name      Develop or coordinate fitness and wellness programs or services.  Supervise fitness or wellness workers, such as fitness instructors, recreation workers, nutritionists, and health educators.  Conduct or facilitate training sessions or seminars for wellness and fitness staff.  Develop fitness or wellness classes, such as yoga, aerobics, weightlifting, and aquatics, ensuring a diversity of class offerings.  Maintain wellness- and fitness-related schedules, records, or reports.  Manage or oversee fitness or recreation facilities, ensuring safe and clean facilities and equipment.  Operate, and instruct others in, proper operation of fitness equipment, such as weight machines, exercise bicycles, benches, hand weights, and fitness assessment devices.  Organize and oversee health screenings, such as flu, mammography, blood pressure, and cholesterol screenings.  Teach fitness classes to improve strength, flexibility, cardiovascular conditioning, or general fitness of participants.  Maintain or arrange for maintenance of fitness equipment or facilities.  Track attendance, participation, or performance data related to wellness events.  Observe participants and inform them of corrective measures necessary for skill improvement.  Instruct participants in maintaining exertion levels to maximize benefits from exercise routines.  Offer alternatives during classes to accommodate different levels of fitness.  Plan routines, choose appropriate music, and [...]","veeva  is the leader in cloudbased software for the global life sciences industry committed to innovation product excellence and customer success our customers range from the worlds largest pharmaceutical companies to emerging biotechs veevas software helps our customers bring medicines and therapies to patients faster

we are the first public company to become a public benefit corporation  as a pbc we are committed to making the industries we serve more productive and we are committed to creating highquality employment opportunities

veeva is a work anywhere company which means that you can choose to work in the environment that works best for you  on any given day whether you choose to work remotely from home or work in an office  its up to you

the role

veeva is seeking an innovative and wellrounded senior director of digital marketing with deep experience in a complex multiproduct  or saas environment for our digitalweb team as part of the creative services group this team is responsible for maintaining and growing our website launching marketing campaigns developing strategic digital recommendations for our marketing team and more

the ideal candidate for this job has spent time as a digital subjectmatter expert in content development or analyticsseosem but has grown into a strategic role at this point in their career experience as a primary leader responsible for the ongoing expansion and optimization of a website with an inhouse team is essential at veeva youll partne [...]"
350,303,2353,A_mid,0.4361506,0.125,0.16560714,ARTS,"Attorney, CAMBA Legal Services, Brooklyn","CERTIFIED NURSE ASSISTANT         Professional Summary    I am a motivated individual with highly effective communication skills as well as a level-headed health professional who remains calm and effective in extremely difficult and stressful situations.   I am seeking a job in the Medical field in a Clinical position that will enable me to grow as a knowledgeable professional and enhance my current abilities.       Skills          


















General
Administrative      Experienced
in handling escalated phone calls    Ability
to operate multi line phone system    Front
Office knowledge/General reception skills    Proficient in scheduling appointments/ Collecting
Copays/ Verifying insurance  eligibility /Consent forms    Experience
in Epic (EMR system)     Proficient in patient-focused care     Efficient and reliable team player       


















Core Competencies:     Excellent
telephone etiquettes    Skilled
in handling multiple tasks and working under pressure    

Quick learner

      

Customer
Service Assistance and Quality Assurance experience    

Knowledge
of medical terminology, medical billing coding      Creative and strong problem solver    Exceptional communication skills  MS Windows proficient   Medical terminology knowledge              Work History      Certified Nurse Assistant  ,     04/2009  
                            to   10/2012     Company Name   –   City  ,
                          State      Identifies/responds to critical changes in patients and reports to RN/LVN.  Repositions patient for maximum comfort & hygiene measures and gives general hygiene to patients.  Obtains patients self-report of pain when taking vital signs and reports to nurse.  Charts vital signs in graphic.  Observes patient for signs of discomfort.  Makes frequent rounds, answers call lights.  Reports changes in condition/behavior of patient.  Prepares room for admission/transfer/discharge.  Box Office Aide 1.  Maintained accurate records of patient care, [...]","who we are camba is a community of staff volunteers clients donors neighbors and partners who work together to build an inclusive new york city where all children and adults have access to the resources and supports they need to thrive we take a comprehensive approach by offering more than  integrated programs in education  youth development family support job training  employment support services health housing and legal services we reach more than  individuals and families each year at our  locations including  youth camba serves a diverse cross section of new yorkers from new mothers in brownsville to job seekers in the rockaways more than half of our clients are immigrants and refugees from around the globe over  of our families are in living in poverty reflecting the challenges faced by nearly  million new yorkers today

camba legal services cls has provided free highquality legal representation and advice to new yorkers facing eviction and foreclosure fighting high consumer debt seeking us residency and surviving domestic violence for more than  years cls uses its diverse resources to offer holistic representation and advice in particular the housing unit preserves affordable housing for brooklyn and staten islands lowincome communities through representation of lowincome individuals and families throughout brooklyn and staten island who are facing threats of eviction harassment or issues of habitability additionally the housing unit advocates on behalf of clients to re [...]"
351,820,156,A_mid,0.39448434,0.0,0.0,DESIGNER,Sales Associate,"ARCHITECTURAL DESIGNER       Summary     Over three years of experience demonstrating consistency and outstanding work in a design oriented environment. Effective communicator, great leader, creative thinker, and problem solver who builds teamwork and possesses initiative to exceed goals.       Accomplishments      “Letter of Appreciation” Design Recognition of the National Architectural Accrediting Board 2014-2015  “Chicago Prize Award” Design Recognition and Nomination for Outstanding Project 2012  “Close the Gap d3 Competition” Winner and Project Exhibition 2011  ""Architectural Design & Conservation"" Second Place Winner 2008  Led the design proposal of the downtown sector of Caguas, PR including improvements to hardscape, landscape, and existing buildings  Led the design proposal of the School's of the 21st Century Project of San Juan, PR  Supervised and managed design and construction documents for the two winning School's: Santiago Veve Calzada, and Santiago Iglesias Pantin        Experience      ARCHITECTURAL DESIGNER      Company Name   City  ,   State      Organized projects in accordance to BIM Standards  Discussed design standards and procedures with the directors of design and architecture.  Created oral and written presentations for project designs and proposals.  Collaborated with structural engineers, and interior designers to see that construction was in line with drawings and designs.  Coordinated with the project team in the development of preliminary and final design documents  Managed the design process from conceptual phase through construction  Initiated design proposal, including an oral and written presentation for new design ideas  Fostered and maintained a collaborative professional working relationship with the project leadership team  Completed formal design intent and construction documentation         ARCHITECTURAL DESIGNER      Company Name   City  ,   State      Acted as lead designer for small projects and landscape enhancements, as w [...]","sales representative

at cpf we pride ourselves on being a leading distributor in the wholesale flower industry by providing beautiful and unique flowers to many of the country s top wedding and event florists and offering exceptional customer service cpf is a dynamic and growing company

position summary

responsible for building strong customer relations through knowledge and exemplary customer service plan and carry out all sales activities on assigned accounts responsible for ensuring customer satisfaction managing the quality of products and services

essential functions

establish new accounts by planning and organizing a daily work schedule

service existing accounts

obtain orders

develop sales proposals

participate in sales events

generate and qualify leads

source and develop client referrals

develop and maintain a customer database

collaborate with sales manager to strategize sales action plan for new and existing business

comprehension of all sales programs

communicate needs to buyer

develop and maintain sales and promotional materials

monitor competitors market conditions and product development

understand and aid in transportation solutions

ensure customer service satisfaction and good client relationships follow up on sales activity

perform quality checks on product and service delivery

resolve customer complaints by investigating problems developing solutions

other functions as required

minimum qualifications

knowledge of customer service princ [...]"
352,450,777,B_xcat,0.529536,0.0,0.0,HEALTHCARE,Regional Sales Manager - Air Solutions NE,"MARKETER / ADMINISTRATOR         Professional Summary    Administrative, Healthcare & Pharmaceutical Sales
Dedicated and motivated professional with a strong background in Medical, Pharmaceutical & Dental Sales and New Business Development.  Years of successful experience consulting and training on multifaceted projects, developing and implementing effective promotional techniques, and facilitating profitable relationships with a wide range of clients and key business partners. Called on various clinical representatives in the areas of cardiovascular, endocrinology, respiratory care, internal medicine, emergency services, primary care, hospitals, and pharmacies.  Consistently recognized for outstanding contributions to the bottom line and solid reputation for surpassing specified sales and revenue objectives. Commended for organization, perseverance, efficiency, and priority management skills. Computer savvy and familiar with many modern systems and applications including Windows, MS Office Suite, and SalesForce.com.
Areas of Strength
Consultative Selling * Account Management * Business Development * Customer Relations * Client Retention * Training & Team Building * Networking & Prospecting * Clinical Administration * Strategic Planning * Territory Management Director of Marketing * Process Improvement *Office Management* Revenue Generation*      Core Qualifications          Account Management  Creative Problem Solving  Territory Sales Experience      Leadership training  Mentoring  Customer Focused            Experience      Company Name     January 2014   to   July 2014     Marketer / Administrator   City  ,   State      MANAGED ALL INTERNAL OFFICE EMPLOYEES; PAYROLL AND THEN SPENT 80%OF MY DAY AS DIRECTOR OF MARKETING.  ANSWERED TO PRESIDENT OF COMPANY.  CALLED ON CARDIOLOGISTS, NEUROLOGISTS, PAIN MANAGEMENT, DENTAL, WEIGHT LOSS CLINICS, PCP'S, INTERNAL MEDICINE, PSYCHIATRISTS ETC.  Transferred with my husbands job from Kansas to Texas and then had to deal with s [...]","we are currently seeking a regional sales manager to join our dynamic air solutions team in the northeast us region
 in this capacity you will be the applied channel lead helping to grow lgs commercial air conditioning business
 the region covers the states including pa nj ny ct ri ma vt nh and me with multiple regional sales engineer direct reports 
 build strong relationships with employees channel partners engineering firms contractors and owners in the region to understand market needs and trends
 develop a strong strategic grasp of the market in order to provide an actionable plan for share growth in the short and long term
 lead a team of regional sales engineers to help drive growth of our applied representative channel and achieve regional sales and margin targets
 provide voice of the customermarket insight to optimize lgs offering and value proposition to the region
 qualify channel opportunities and manage opportunity pipeline to ensure forecast accuracy and inventory availability
 collaborate with internal stakeholders including functional expertssubject matter experts energy operational engineering technical financial and legal support when necessary on all aspects of strategy planning developing executing and growing lgs business
 develop account market analytics and timely performance metrics to sales management
 represent lg at industry events building on our brand reputation to deepen existing relationships while building new ones
 bachelors degree is require [...]"
353,485,1341,topK,0.38153762,0.0,0.0,AUTOMOBILE,Federal - Nursing Assistant Inpatient Mental Health West,"AGENCY SALES RESOURCES       Summary    Seeking to secure a position with a well established company that prides in the growth of its employees. With
the ability to showcase versatile knowledge in auxiliary mechanic I hope to build a lasting partnership with
whom I gain employment.      Skills          2011 - 2012 2014  Regular care coordinator  Perform household task and run errands  Perform personal care activities; hygiene, ambulation, eating, dressing, toileting and shaving  Talk and give company to clients and participate in resident activities  Take and record vital signs  Assist with moving to Bath, bed, and wheelchairs  Take care of pets  Nurse Assistant/Caregiver  Medical Case Management - Fort Worth, TX - 2009 to 2011  Maintain and set up patient rooms  Perform preventive maintenance on emergency equipment  Assist with patient and family education  Assist R.N. and L.V.N with sterile and non-sterile dressing changes  CPR Qualified  Answer multi-line phone, operate fax and copy machine  Prioritize patient daily care according to acuity and scheduled patient procedures Conduct analysis and recommend suitable solutions to real time performance issues (4 years), Handle  inbound calls and provide one-call resolution to problems reported (2 years), Responded to client calls and  provided instructions for troubleshooting (2 years), Provided technical and analytical support at the call  center (1 year), Proficient in MS Excel, word and various database management applications  Proven ability  to learn and operate software applications quickly (8 years), Analytics (1 year), Problem Resolution (Less  than 1 year)              Accomplishments      February 2014 to February 2017
Program: Non Lethal Weapons training to include; OC Certification, Baton Employment, and Close Range
Subject Control (CRSC) Techniques
ADDITIONAL INFORMATION
The machinist deals with a series of different operations associated with machining work.  It requires good
training and skills to handle [...]","federal nursing assistant inpatient mental health west job in los angeles ca

federalgovernmentjobsus  no government logins  no fees  free email alerts"
354,172,1435,A_mid,0.39661285,0.0,0.0,CHEF,Inventory Clerk,"PASTRY CHEF /SERVER           Summary     My main goal is to ensure that procedures are followed for seating and serving guests.  Make sure that all staff act in a way that promotes guest satisfaction and handle any issues or complaints.  It will be my pleasure to design and implement training for servers, bussers, hosts, baristas, and bartenders:L this training will involve raining on menu items, as well as ""shadowing"" other servers to learn the restaurant's procedures and standards.  additionally, I will work side by side with the kitchen manage rand team to assist with the restaurant's cost controls by helping develop systems to manage product waste, labor costs, and breakage.  Also I will oversee the facility upkeep, ensuring that the front of house areas are clean and meet restaurant standards while arranging that repairs are made in a timely manner and I will facilities maintenances needed.       Highlights          Strong organizational skills  Active listening skills  Seasoned in conflict resolution  Sharp problem solver  Energetic work attitude  Inventory control familiarity      Courteous demeanor  Top sales performer  Customer service expert  Adaptive team player  Opening/closing procedures            Accomplishments      Customer Service     Researched, calmed and rapidly resolved client conflicts to prevent loss of key accounts.     Customer Assistance     Worked with company systems such as Live Support and diligently completed all assigned tasks, working overtime as needed.     Computed Data Reports     Provided required weekly, monthly and quarterly reports listing sales figures and client track records.         Experience      Pastry Chef /Server    May 2014   to   September 2015     Company Name   -   City  ,   State     Effectively managed and assisted kitchen staff in producing food for banquets, catered events and member dining areas.Consistently produced exceptional menu items that regularly garnered diners' praise.         Line Cook    March 2 [...]",no experience requited hiring immediately appy nowhiring now with no experience required great benefits and promotions within full and part time positions available immediately stocking backroom  receiving associates work to ensure customers can find all of the items they have on their shopping list depending on the shift you work your job could include moving inventory in the backroom unloading trucks or helping customers while stocking shelves from hot trucks in the summer to filling ice cream in the freezer this fast paced job can be physically demanding its like being paid to go the gym
355,15,306,B_xcat,0.59899753,0.14285715,0.16563663,INFORMATION-TECHNOLOGY,Senior Web Designer (REMOTE),"ADMINISTRATIVE ASSISTANT DIRECTOR HUMAN RESOURCES MANAGER PRODUCTION MANAGER ENGINEERING MANAGER           Summary     Dedicated and focused Administrative Assistant who excels at prioritizing, completing multiple tasks simultaneously, and following through to achieve project goals.         Highlights           Microsoft Office Proficiency     KRONOS  Internet Software  Microsoft Word/PowerPoint/Excel   Office Management  Microsoft Access  Organizing Meetings/Materials Preparation  LotusNotes & Microsoft Outlook Email  Planning and Facilitating Large Events  SAP  Managing Confidential Records  PeopleSoft  Employee Benefits Counseling   Registrar   Arranging Domestic/International Travel   Oral and Written Communication   SAP Site Security   Skilled Proofreader       Training and Instruction    Excel spreadsheets  Meticulous attention to detail  Results-oriented  Self-directed  Professional and mature  Strong problem solver  Resourceful  Business writing  Dedicated team player  Strong interpersonal skills  Understands grammar  Meeting planning  Report writing  Report development  Schedule management  Self-starter  Executive presentation development               Accomplishments          Experience      Administrative Assistant Director, Human Resources Manager, Production Manager, Engineering Manager, Technical Services Manager, and Information Technology Manager    January 2012   to   January 2015     Company Name   －   City  ,   State      Provided administrative support to production departments, IT, and Human Resources.  Using proprietary software interfaced with SAP, created purchase requisitions, work orders, and goods receipts.  Established and maintained complete files and records.  Composed and typed reports and correspondence.  Established and maintained personnel files.  Responded to inquiries from employees.  Generated travel and expense reports.  Generated and maintained confidential employee personnel files.  Organized meetings and prepared training mat [...]",the apply with seek option will be utilized for international applicants mainly australia if this does not apply to you please use the apply optionsenior web designer remoteif you care theres a place for you herefor a career path that is both challenging and rewarding join sedgwicks talented team of  colleagues around the globe sedgwick is a leading provider of technologyenabled risk benefits and integrated business solutions taking care of people is at the heart of everything we do millions of people and organizations count on sedgwick each year to take care of their needs when they face a major life event or something unexpected happens whether they have a workplace injury suffer property or financial loss or damage from a natural or manmade disaster are involved in an auto or other type of accident or need time away from work for the birth of a child or another medical situation we are here to provide compassionate care and expert guidance our clients depend on our talented colleagues to take care of their most valuable assetstheir employees their customers and their property at sedgwick caring counts join our team of creative and caring people of all backgrounds and help us make a difference in the lives of othersopen to remote work all locations within the usprimary purpose  conceptualize and design user experience projects and initiatives and oversee designers to ensure highquality work throughout the entirety of the projectessential functions and responsibilities creat [...]
